date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tier,outcome_home,elo_home,elo_away,elo_diff
2001-04-07,Mauritania,Cape Verde,0.0,1.0,Friendly,Nouakchott,Mauritania,False,4,0.0,1459.9317339319477,1479.1498880501822,-19.21815411823445
2001-04-07,Fiji,American Samoa,13.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,True,2,1.0,1513.583276949339,1489.71225631668,23.87102063265911
2001-04-07,Haiti,Panama,0.0,0.0,Friendly,Cap-Haïtien,Haiti,False,4,0.5,1496.8950024315247,1443.4317934248802,53.46320900664455
2001-04-07,Brunei,Yemen,0.0,5.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False,2,0.0,1438.9260290525049,1497.3366006554795,-58.41057160297464
2001-04-08,Barbados,Aruba,5.0,2.0,CFU Caribbean Cup qualification,Paramaribo,Suriname,True,3,1.0,1450.5520951614951,1440.0076087732054,10.54448638828967
2001-04-08,Dominica,Saint Martin,2.0,3.0,CFU Caribbean Cup qualification,Georgetown,Guyana,True,3,0.0,1433.7467555607705,1501.09664627273,-67.34989071195946
2001-04-08,Guyana,Cuba,0.0,3.0,CFU Caribbean Cup qualification,Georgetown,Guyana,False,3,0.0,1529.512721971568,1543.7691317897688,-14.256409818200837
2001-04-08,India,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Bengaluru,India,False,2,1.0,1493.3189072909502,1490.8225738569743,2.496333433975906
2001-04-08,Indonesia,Maldives,5.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False,2,1.0,1490.3000379009268,1406.648102241261,83.6519356596657
2001-04-08,Mali,Liberia,3.0,0.0,Friendly,Bamako,Mali,False,4,1.0,1492.8622157526636,1593.4621213663117,-100.59990561364816
2001-04-08,Martinique,Cayman Islands,1.0,1.0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,3,0.5,1534.146624897779,1464.640870681951,69.50575421582812
2001-04-08,Mauritius,Namibia,1.0,0.0,COSAFA Cup,Mapou,Mauritius,False,3,1.0,1433.4678583670457,1478.250680399743,-44.78282203269737
2001-04-08,Suriname,Grenada,3.0,1.0,CFU Caribbean Cup qualification,Paramaribo,Suriname,False,3,1.0,1509.4658886034372,1480.9166384627044,28.549250140732738
2001-04-09,Australia,Tonga,22.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,False,2,1.0,1579.6901689912986,1515.2753207927387,64.41484819855987
2001-04-09,American Samoa,Samoa,0.0,8.0,FIFA World Cup qualification,Coffs Harbour,Australia,True,2,0.0,1447.7991849171292,1485.0124228905813,-37.213237973452124
2001-04-10,Guadeloupe,Saint Lucia,2.0,3.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,3,0.0,1491.4506221150787,1513.797828376976,-22.347206261897327
2001-04-10,Haiti,United States Virgin Islands,12.0,1.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,3,1.0,1496.1316208601056,1417.2060589681805,78.9255618919251
2001-04-11,Australia,American Samoa,31.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,False,2,1.0,1630.2231502498948,1415.9753934604867,214.2477567894082
2001-04-11,Mexico,Chile,1.0,0.0,Friendly,Monterrey,Mexico,False,4,1.0,1597.2671824734682,1446.8059963621297,150.46118611133852
2001-04-11,Samoa,Fiji,1.0,6.0,FIFA World Cup qualification,Coffs Harbour,Australia,True,2,0.0,1516.8362143472239,1555.4963483488898,-38.66013400166594
2001-04-12,Guadeloupe,United States Virgin Islands,11.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,3,1.0,1482.092940876621,1395.847838785989,86.24510209063192
2001-04-12,Haiti,Saint Lucia,3.0,2.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,3,1.0,1517.489841042297,1523.1555096154336,-5.6656685731366
2001-04-12,Iraq,Macau,8.0,0.0,FIFA World Cup qualification,Baghdad,Iraq,False,2,1.0,1527.876784911849,1472.134959256534,55.74182565531487
2001-04-12,Nepal,Kazakhstan,0.0,6.0,FIFA World Cup qualification,Baghdad,Iraq,True,2,0.0,1451.690950667562,1509.5506376982255,-57.85968703066351
2001-04-14,Kazakhstan,Macau,3.0,0.0,FIFA World Cup qualification,Baghdad,Iraq,True,2,1.0,1536.165914008047,1442.1770176991472,93.98889630889971
2001-04-14,Saint Lucia,United States Virgin Islands,14.0,1.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,3,1.0,1512.9924530186258,1375.0374138645905,137.95503915403538
2001-04-14,Iraq,Nepal,9.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,False,2,1.0,1557.8347264692359,1425.0756743577406,132.7590521114953
2001-04-14,American Samoa,Tonga,0.0,5.0,FIFA World Cup qualification,Coffs Harbour,Australia,True,2,0.0,1380.442959012589,1464.7423395341425,-84.29938052155353
2001-04-14,Brunei,United Arab Emirates,0.0,12.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False,2,0.0,1413.9226170984186,1475.9303473802468,-62.00773028182812
2001-04-14,Australia,Fiji,2.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,False,2,1.0,1665.7555846977925,1582.1718735421618,83.58371115563068
2001-04-14,Haiti,Guadeloupe,2.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,3,1.0,1527.6528976391048,1502.9033657980196,24.749531841085172
2001-04-15,Cambodia,Maldives,1.0,1.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,2,0.5,1427.0495835180973,1383.7347790613665,43.314804456730826
2001-04-15,India,Yemen,1.0,1.0,FIFA World Cup qualification,Bengaluru,India,False,2,0.5,1508.2111337676777,1522.3400126095657,-14.128878841888081
2001-04-16,Nepal,Macau,4.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,True,2,1.0,1402.4373968367313,1422.8599129359288,-20.422516099197537
2001-04-16,Iraq,Kazakhstan,1.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,False,2,0.5,1580.4730039902452,1555.4830187712653,24.989985218979882
2001-04-16,Tonga,Fiji,1.0,8.0,FIFA World Cup qualification,Coffs Harbour,Australia,True,2,0.0,1487.6029006715512,1564.9827092731082,-77.37980860155699
2001-04-16,Australia,Samoa,11.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,False,2,1.0,1682.9447489668462,1490.1606891539518,192.78405981289438
2001-04-16,Bahrain,Oman,0.0,1.0,Friendly,Manama,Bahrain,False,4,0.0,1551.41445062742,1482.6316201898487,68.78283043757119
2001-04-21,Burkina Faso,Malawi,4.0,2.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,2,1.0,1456.8285919577756,1457.5972116835364,-0.7686197257608001
2001-04-21,Macau,Iraq,0.0,5.0,FIFA World Cup qualification,Almaty,Kazakhstan,True,2,0.0,1395.068693519127,1579.3959563246715,-184.32726280554448
2001-04-21,Morocco,Namibia,3.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,2,1.0,1562.3705145976178,1466.9688182732211,95.40169632439665
2001-04-21,Senegal,Algeria,3.0,0.0,FIFA World Cup qualification,Dakar,Senegal,False,2,1.0,1563.83126676641,1537.998123313605,25.83314345280496
2001-04-21,Sierra Leone,Nigeria,1.0,0.0,FIFA World Cup qualification,Freetown,Sierra Leone,False,2,1.0,1434.2083198565163,1650.264906438028,-216.05658658151174
2001-04-21,Zambia,Angola,1.0,1.0,FIFA World Cup qualification,Chingola,Zambia,False,2,0.5,1523.1098842385904,1564.5479814025205,-41.438097163930024
2001-04-21,Kazakhstan,Nepal,4.0,0.0,FIFA World Cup qualification,Almaty,Kazakhstan,False,2,1.0,1556.560066436839,1430.2286162535331,126.33145018330583
2001-04-22,Ivory Coast,Congo,2.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,2,1.0,1610.5722085918335,1456.7343138437423,153.83789474809123
2001-04-22,Mozambique,Lesotho,1.0,0.0,Friendly,Beira,Mozambique,False,4,1.0,1488.9702346727502,1459.505951982848,29.46428268990212
2001-04-22,Liberia,Sudan,2.0,0.0,FIFA World Cup qualification,Paynesville,Liberia,False,2,1.0,1582.2470678708473,1506.8319283046128,75.41513956623453
2001-04-22,DR Congo,Madagascar,1.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,2,1.0,1470.945348286335,1502.3384351350558,-31.393086848720714
2001-04-22,China,Maldives,10.0,1.0,FIFA World Cup qualification,Xi'an,China,False,2,1.0,1592.8390799278873,1385.595200858784,207.2438790691033
2001-04-22,Cameroon,Libya,1.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,2,1.0,1674.1759170741516,1468.0353510189384,206.14056605521318
2001-04-22,Indonesia,Cambodia,6.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False,2,1.0,1513.2133610808214,1425.1891617206797,88.02419936014167
2001-04-23,Iraq,Nepal,4.0,2.0,FIFA World Cup qualification,Almaty,Kazakhstan,True,2,1.0,1594.8222234921875,1411.9021089887472,182.92011450344035
2001-04-23,Kazakhstan,Macau,5.0,0.0,FIFA World Cup qualification,Almaty,Kazakhstan,False,2,1.0,1574.886573701625,1379.642426351611,195.24414735001392
2001-04-23,Turkmenistan,Jordan,2.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,True,2,1.0,1535.4206667672436,1517.7620186856639,17.658648081579713
2001-04-23,Uzbekistan,Taiwan,7.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,2,1.0,1430.9633326481878,1449.6930326877023,-18.729700039514455
2001-04-24,Panama,Haiti,2.0,0.0,Friendly,Panama City,Panama,False,4,1.0,1444.1951749962993,1541.5861781695928,-97.39100317329348
2001-04-24,Iran,South Korea,0.0,1.0,Friendly,Cairo,Egypt,True,4,0.0,1662.6222674428036,1634.3074302800005,28.314837162803087
2001-04-24,Georgia,Israel,3.0,2.0,Friendly,Tbilisi,Georgia,False,4,1.0,1476.6022351684765,1504.5103058374739,-27.908070668997425
2001-04-24,Venezuela,Colombia,2.0,2.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,2,0.5,1357.9710598827273,1544.2825981071426,-186.31153822441524
2001-04-24,Ecuador,Paraguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,2,1.0,1522.0310431555952,1585.3944800295264,-63.36343687393128
2001-04-24,Chile,Uruguay,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,2,0.0,1443.8453822356992,1519.2472955220128,-75.40191328631363
2001-04-24,Belize,Nicaragua,2.0,0.0,Friendly,Belize City,Belize,False,4,1.0,1438.7776930456862,1415.461634853129,23.316058192557193
2001-04-24,Egypt,Canada,3.0,0.0,Friendly,Cairo,Egypt,False,4,1.0,1613.8072588319485,1537.648941329784,76.15831750216444
2001-04-25,Moldova,Estonia,0.0,0.0,Friendly,Chișinău,Moldova,False,4,0.5,1445.2079830564346,1490.7908925033507,-45.58290944691612
2001-04-25,Netherlands,Cyprus,4.0,0.0,FIFA World Cup qualification,Eindhoven,Netherlands,False,2,1.0,1624.3141027711301,1488.6527356126858,135.66136715844436
2001-04-25,Norway,Bulgaria,2.0,1.0,Friendly,Oslo,Norway,False,4,1.0,1461.7227459296053,1554.8862231859448,-93.16347725633955
2001-04-25,Poland,Scotland,1.0,1.0,Friendly,Bydgoszcz,Poland,False,4,0.5,1571.8747363385737,1546.3478678205279,25.52686851804583
2001-04-25,Romania,Slovakia,0.0,0.0,Friendly,Ploiești,Romania,False,4,0.5,1491.798906238691,1561.8931103997227,-70.09420416103171
2001-04-25,Serbia,Russia,0.0,1.0,FIFA World Cup qualification,Belgrade,FR Yugoslavia,False,2,0.0,1509.6892316022484,1554.4010066002152,-44.71177499796681
2001-04-25,Switzerland,Sweden,0.0,2.0,Friendly,Geneva,Switzerland,False,4,0.0,1528.6103746467286,1556.6213614734272,-28.010986826698627
2001-04-25,Trinidad and Tobago,Mexico,1.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,2,0.5,1586.9026370672273,1600.2277965998987,-13.325159532671478
2001-04-25,Turkey,Albania,0.0,2.0,Friendly,Gaziantep,Turkey,False,4,0.0,1520.7621582545073,1474.3419370543384,46.42022120016895
2001-04-25,United States,Costa Rica,1.0,0.0,FIFA World Cup qualification,Kansas City,United States,False,2,1.0,1632.8717898028824,1584.7471431188783,48.12464668400412
2001-04-25,Uzbekistan,Turkmenistan,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,2,1.0,1466.5309810651206,1556.778072783324,-90.24709171820336
2001-04-25,Malta,Iceland,1.0,4.0,FIFA World Cup qualification,Attard,Malta,False,2,0.0,1400.4227472376328,1486.0812429751397,-85.65849573750688
2001-04-25,Spain,Japan,1.0,0.0,Friendly,Córdoba,Spain,False,4,1.0,1560.958081296552,1691.4219756018615,-130.4638943053094
2001-04-25,Macau,Nepal,1.0,6.0,FIFA World Cup qualification,Almaty,Kazakhstan,True,2,0.0,1364.9252848461006,1400.2626499139822,-35.33736506788159
2001-04-25,Taiwan,Jordan,0.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,True,2,0.0,1414.1253842707695,1496.4046126695835,-82.27922839881398
2001-04-25,Latvia,San Marino,1.0,1.0,FIFA World Cup qualification,Riga,Latvia,False,2,0.5,1446.5822239027596,1404.6449337777228,41.937290125036725
2001-04-25,Kazakhstan,Iraq,1.0,1.0,FIFA World Cup qualification,Almaty,Kazakhstan,False,2,0.5,1589.6037152071353,1606.4616825669525,-16.857967359817167
2001-04-25,Jamaica,Honduras,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,False,2,0.5,1525.5477516124752,1659.2836318645163,-133.73588025204117
2001-04-25,Italy,South Africa,1.0,0.0,Friendly,Perugia,Italy,False,4,1.0,1635.381093911758,1646.1605167348378,-10.779422823079813
2001-04-25,Republic of Ireland,Andorra,3.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2,1.0,1576.6057802622622,1390.5912350914539,186.01454517080833
2001-04-25,Hungary,Finland,0.0,0.0,Friendly,Budapest,Hungary,False,4,0.5,1529.218698418015,1503.1865126997814,26.032185718233677
2001-04-25,France,Portugal,4.0,0.0,Friendly,Saint-Denis,France,False,4,1.0,1627.7891584009599,1638.1241272006832,-10.334968799723356
2001-04-25,Denmark,Slovenia,3.0,0.0,Friendly,Copenhagen,Denmark,False,4,1.0,1485.1317593789888,1505.1161654380821,-19.984406059093317
2001-04-25,Czech Republic,Belgium,1.0,1.0,Friendly,Prague,Czech Republic,False,4,0.5,1542.4012804849565,1534.499823786691,7.90145669826552
2001-04-25,Croatia,Greece,2.0,2.0,Friendly,Varaždin,Croatia,False,4,0.5,1527.3787609838093,1457.5393866596498,69.83937432415951
2001-04-25,Brazil,Peru,1.0,1.0,FIFA World Cup qualification,São Paulo,Brazil,False,2,0.5,1571.6223815228018,1466.020429303929,105.60195221887284
2001-04-25,Bolivia,Argentina,3.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,False,2,0.5,1414.4723544753515,1635.4038181265093,-220.93146365115786
2001-04-25,Austria,Liechtenstein,2.0,0.0,FIFA World Cup qualification,Innsbruck,Austria,False,2,1.0,1523.0392563717332,1397.1038424542016,125.9354139175316
2001-04-25,Lebanon,Philippines,3.0,0.0,Friendly,Tripoli,Lebanon,False,4,1.0,1496.7339567216457,1421.9198975216875,74.81405919995814
2001-04-26,Egypt,South Korea,1.0,2.0,Friendly,Cairo,Egypt,False,4,0.0,1620.6693882907693,1639.7140138047148,-19.044625513945448
2001-04-26,United Arab Emirates,India,1.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,2,1.0,1511.4394077173274,1508.8207904676176,2.618617249709814
2001-04-26,Belize,Nicaragua,2.0,1.0,Friendly,Belize City,Belize,False,4,1.0,1445.775129695386,1408.464198203429,37.310931491957035
2001-04-26,Canada,Iran,1.0,0.0,Friendly,Cairo,Egypt,True,4,1.0,1530.7868118709632,1657.2156839180893,-126.4288720471261
2001-04-27,Taiwan,Turkmenistan,0.0,5.0,FIFA World Cup qualification,Tashkent,Uzbekistan,True,2,0.0,1396.85637764653,1537.9671193133142,-141.11074166678418
2001-04-27,Uzbekistan,Jordan,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,2,0.5,1485.3419345351303,1513.6736192938229,-28.331684758692518
2001-04-27,Yemen,Brunei,1.0,0.0,FIFA World Cup qualification,Sana'a,Yemen,False,2,1.0,1521.7303559096258,1378.413556761338,143.31679914828783
2001-04-28,Bangladesh,Bhutan,3.0,1.0,Friendly,Dhaka,Bangladesh,False,4,1.0,1448.07156221535,1370.786106767225,77.28545544812505
2001-04-28,Congo,Madagascar,2.0,0.0,FIFA World Cup qualification,Pointe-Noire,Congo,False,2,1.0,1443.5931213058,1485.986763115145,-42.39364180934513
2001-04-28,Maldives,China,0.0,1.0,FIFA World Cup qualification,Malé,Maldives,False,2,0.0,1368.1408779350709,1610.2934028516004,-242.1525249165295
2001-04-29,Cambodia,Indonesia,0.0,2.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,2,0.0,1401.2213573823988,1537.1811654191024,-135.95980803670363
2001-04-29,Mozambique,South Africa,0.0,3.0,COSAFA Cup,Maputo,Mozambique,False,3,0.0,1493.5472231581175,1641.0054381264101,-147.45821496829262
2001-04-30,Oman,Laos,12.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,2,1.0,1488.6087522544994,1397.3692730188864,91.23947923561309
2001-04-30,Syria,Philippines,12.0,0.0,FIFA World Cup qualification,Aleppo,Syria,False,2,1.0,1535.5884653239198,1415.0254627086524,120.56300261526735
2001-05-03,Turkmenistan,Uzbekistan,2.0,5.0,FIFA World Cup qualification,Amman,Jordan,True,2,0.0,1556.4111713725908,1486.5624076659467,69.84876370664415
2001-05-03,Jordan,Taiwan,6.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,2,1.0,1512.4531461630065,1378.4123255872535,134.04082057575306
2001-05-04,Algeria,Morocco,1.0,2.0,FIFA World Cup qualification,Algiers,Algeria,False,2,0.0,1513.6963207436138,1581.588430058324,-67.8921093147103
2001-05-04,Oman,Laos,7.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,2,1.0,1520.6621170458595,1365.3159082275263,155.34620881833325
2001-05-04,Syria,Philippines,5.0,1.0,FIFA World Cup qualification,Aleppo,Syria,False,2,1.0,1564.3218070958644,1386.2921209367078,178.02968615915665
2001-05-04,United Arab Emirates,Brunei,4.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,2,1.0,1526.3263550634506,1369.2724429431773,157.05391212027325
2001-05-04,Yemen,India,3.0,3.0,FIFA World Cup qualification,Sana'a,Yemen,False,2,0.5,1530.8714697277865,1493.9338431214944,36.93762660629204
2001-05-05,Saint Kitts and Nevis,Puerto Rico,2.0,0.0,Friendly,Basseterre,Saint Kitts and Nevis,False,4,1.0,1538.4724862012913,1467.686253308602,70.78623289268921
2001-05-05,South Africa,Zimbabwe,2.0,1.0,FIFA World Cup qualification,Johannesburg,South Africa,False,2,1.0,1651.4941236519114,1591.3876758676724,60.10644778423898
2001-05-05,Sierra Leone,Ghana,1.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,False,2,0.5,1457.4946547653162,1534.064782715189,-76.57012794987281
2001-05-05,Taiwan,Uzbekistan,0.0,4.0,FIFA World Cup qualification,Amman,Jordan,True,2,0.0,1358.258854350258,1518.0197636620653,-159.76090931180738
2001-05-05,Madagascar,Tunisia,0.0,2.0,FIFA World Cup qualification,Antananarivo,Madagascar,False,2,0.0,1460.7548866187267,1565.3896732595488,-104.63478664082209
2001-05-05,Jordan,Turkmenistan,1.0,2.0,FIFA World Cup qualification,Amman,Jordan,False,2,0.0,1532.606617400002,1524.9538153764722,7.65280202352983
2001-05-05,Nigeria,Liberia,2.0,0.0,FIFA World Cup qualification,Port Harcourt,Nigeria,False,2,1.0,1626.978571529228,1599.938452676195,27.040118853032936
2001-05-06,Angola,Cameroon,2.0,0.0,FIFA World Cup qualification,Luanda,Angola,False,2,1.0,1562.7673898883077,1681.1917266891203,-118.42433680081263
2001-05-06,Cambodia,China,0.0,4.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,2,0.0,1387.1026273969555,1616.2567784611051,-229.15415106414957
2001-05-06,Congo,DR Congo,1.0,1.0,FIFA World Cup qualification,Pointe-Noire,Congo,False,2,0.5,1468.8249978022184,1487.2970203062457,-18.472022504027336
2001-05-06,Egypt,Senegal,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,2,1.0,1615.9431883123277,1588.1330693364011,27.81011897592657
2001-05-06,Maldives,Indonesia,0.0,2.0,FIFA World Cup qualification,Malé,Maldives,False,2,0.0,1362.1775023255661,1551.2998954045456,-189.12239307897948
2001-05-06,Togo,Zambia,3.0,2.0,FIFA World Cup qualification,Lomé,Togo,False,2,1.0,1506.3713204532314,1524.8904757528032,-18.51915529957182
2001-05-07,Guernsey,Jersey,4.0,1.0,Muratti Vase,Saint Sampson,Guernsey,False,0,1.0,1505.0,1500.0,5.0
2001-05-07,Syria,Laos,11.0,0.0,FIFA World Cup qualification,Aleppo,Syria,False,2,1.0,1579.1768326550732,1345.7250689767984,233.4517636782748
2001-05-07,Turkmenistan,Taiwan,1.0,0.0,FIFA World Cup qualification,Amman,Jordan,True,2,1.0,1540.284159976321,1342.226049531245,198.05811044507595
2001-05-07,Jordan,Uzbekistan,1.0,1.0,FIFA World Cup qualification,Amman,Jordan,False,2,0.5,1517.2762728001533,1534.0525684810782,-16.77629568092493
2001-05-07,Oman,Philippines,7.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,2,1.0,1540.2529562965874,1371.437095377499,168.81586091908844
2001-05-09,Estonia,Finland,1.0,1.0,Friendly,Kuressaare,Estonia,False,4,0.5,1490.1386398163652,1503.5604464737075,-13.421806657342358
2001-05-09,Georgia,Azerbaijan,1.0,0.0,Friendly,Kutaisi,Georgia,False,4,1.0,1482.0030030097437,1415.3036518918989,66.6993511178448
2001-05-10,Trinidad and Tobago,Grenada,5.0,3.0,Friendly,Macoya,Trinidad and Tobago,False,4,1.0,1587.4776485401549,1467.1464419852205,120.3312065549344
2001-05-11,Oman,Philippines,2.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,2,1.0,1558.7834216138863,1352.9066300602,205.8767915536862
2001-05-11,Syria,Laos,9.0,0.0,FIFA World Cup qualification,Aleppo,Syria,False,2,1.0,1596.2441516602173,1328.6577499716543,267.586401688563
2001-05-11,Yemen,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Sana'a,Yemen,False,2,1.0,1529.2827254885394,1542.538381630499,-13.255656141959662
2001-05-11,Brunei,India,0.0,1.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False,2,0.0,1353.0604163761288,1495.5225873607415,-142.4621709846126
2001-05-13,Thailand,Sri Lanka,4.0,2.0,FIFA World Cup qualification,Beirut,Lebanon,True,2,1.0,1558.283637419617,1487.4541599409174,70.82947747869957
2001-05-13,China,Indonesia,5.0,1.0,FIFA World Cup qualification,Kunming,China,False,2,1.0,1628.1235700695138,1562.6339408590743,65.48962921043949
2001-05-13,Lebanon,Pakistan,6.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,False,2,1.0,1503.6283915346808,1405.830887600373,97.79750393430777
2001-05-15,Thailand,Pakistan,3.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,True,2,1.0,1576.259211850356,1382.6984942139372,193.56071763641876
2001-05-15,Trinidad and Tobago,Barbados,5.0,0.0,CFU Caribbean Cup,Arima,Trinidad and Tobago,False,3,1.0,1592.4791989085381,1467.5211424193656,124.95805648917258
2001-05-15,Lebanon,Sri Lanka,4.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,False,2,1.0,1526.7607849211165,1469.4785855101784,57.28219941093812
2001-05-15,Martinique,Jamaica,0.0,1.0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,3,0.0,1532.1723561790964,1531.052376470784,1.1199797083122576
2001-05-16,Cuba,Suriname,4.0,3.0,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,3,1.0,1560.551452733093,1523.2360850809212,37.315367652171744
2001-05-16,Haiti,Saint Kitts and Nevis,7.0,2.0,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,3,1.0,1532.037211755548,1544.4652401298786,-12.428028374330552
2001-05-17,Lebanon,Thailand,1.0,2.0,FIFA World Cup qualification,Beirut,Lebanon,False,2,0.0,1550.290339581807,1589.2311242965397,-38.94078471473267
2001-05-17,Martinique,Barbados,3.0,1.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,3,1.0,1522.1401206834928,1454.4194010151461,67.72071966834665
2001-05-17,Pakistan,Sri Lanka,3.0,3.0,FIFA World Cup qualification,Beirut,Lebanon,True,2,0.5,1369.7265817677535,1445.9490308494878,-76.22244908173434
2001-05-17,Trinidad and Tobago,Jamaica,2.0,1.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,3,1.0,1605.5809403127575,1541.0846119663877,64.49632834636986
2001-05-17,Andalusia,Iraq,3.0,1.0,Friendly,Vélez-Málaga,Spain,False,4,1.0,1508.128071335437,1605.7344362397043,-97.60636490426737
2001-05-18,Saint Kitts and Nevis,Cuba,1.0,1.0,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,3,0.5,1523.7501302874061,1569.4815408555462,-45.73141056814006
2001-05-18,United Arab Emirates,Yemen,3.0,2.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,2,1.0,1526.9663664735554,1544.8547406454832,-17.888374171927808
2001-05-18,Haiti,Suriname,1.0,1.0,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,3,0.5,1552.7523215980204,1514.3059969584679,38.446324639552586
2001-05-18,Syria,Oman,3.0,3.0,FIFA World Cup qualification,Aleppo,Syria,False,2,0.5,1609.480469198251,1569.319383353722,40.161085844529
2001-05-19,Barbados,Jamaica,1.0,2.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,3,0.0,1442.306667245298,1532.919931789769,-90.6132645444709
2001-05-19,Laos,Philippines,2.0,0.0,FIFA World Cup qualification,Vientiane,Laos,False,2,1.0,1315.4214324336206,1342.3706683203643,-26.949235886743736
2001-05-19,Trinidad and Tobago,Martinique,1.0,2.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,3,0.0,1613.7456204893763,1534.252854453341,79.49276603603539
2001-05-20,Tunisia,Ivory Coast,1.0,1.0,FIFA World Cup qualification,Tunis,Tunisia,False,2,0.5,1581.3111981838722,1623.7134011297758,-42.40220294590358
2001-05-20,China,Cambodia,3.0,1.0,FIFA World Cup qualification,Guangzhou,China,False,2,1.0,1651.0090745263665,1375.2358357885469,275.7732387378196
2001-05-20,Haiti,Cuba,0.0,0.0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,3,0.5,1551.6502420998665,1568.1728342458557,-16.522592145989165
2001-05-20,India,Brunei,5.0,0.0,FIFA World Cup qualification,Bengaluru,India,False,2,1.0,1504.6949993140815,1343.8880044227888,160.8069948912928
2001-05-20,Lesotho,Eswatini,1.0,0.0,Friendly,Maseru,Lesotho,False,4,1.0,1454.9289634974807,1433.0438005399603,21.88516295752038
2001-05-20,Suriname,Saint Kitts and Nevis,0.0,4.0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,3,0.0,1515.4080764566218,1525.0588368970966,-9.650760440474869
2001-05-22,Trinidad and Tobago,Cuba,2.0,0.0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,3,1.0,1601.4967405368382,1567.697633993204,33.79910654363425
2001-05-22,Singapore,New Zealand,3.0,0.0,Friendly,Singapore,Singapore,False,4,1.0,1455.3521236690074,1538.2964678638098,-82.9443441948024
